-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,0
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,12
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,14
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,0
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,12
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,0
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,13
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,13
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,14
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,10
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,13
-90.000000,0.000000,0.500000,9
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,6
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,7
-90.000000,0.000000,0.500000,3
-90.000000,0.000000,0.500000,8
-90.000000,0.000000,0.500000,2
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,1
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,4
-90.000000,0.000000,0.500000,5
-90.000000,0.000000,0.500000,11
-90.000000,0.000000,0.500000,6
